hour,consumption,I,temperature
6544,742.86,125.4,28.3
6545,701.63,257.42,28.1
6546,644.59,59.4233,27.8
6547,602.62,0,27.6
6548,593.78,0,26.1
6549,596.46,0,26
6550,585.18,0,25.8
6551,592.45,0,25.6
6552,580.87,0,25.5
6553,582.23,0,25.3
6554,587.05,0,25.2
6555,602.79,0,25
6556,610.6,0,24.9
6557,584.51,0,24.8
6558,671.3,0,24.8
6559,703.02,26.211,25.2
6560,731.5,205.997,25.7
6561,741.89,420.382,26.2
6562,732.7,538.278,26.7
6563,700.4,563.276,27.2
6564,704.13,262.613,27.6
6565,726.86,257.904,28
6566,720.25,167.2,28.1
6567,728.14,216.584,28.1
6568,742.17,64.6,27.9
6569,702.73,37.05,27.5
6570,649.63,20.9,27.1
6571,584.23,0,26.7
6572,589.44,0,26.6
6573,555.6,0,26.5
6574,564.09,0,26.4
6575,593.09,0,26.3
6576,575.13,0,26.2
6577,569.69,0,26.1
6578,591.15,0,25.9
6579,570.36,0,25.8
6580,591.13,0,25.6
6581,572.72,0,25.5
6582,676.88,0,25.4
6583,728.51,11.4,25.5
6584,770.11,62.964,25.8
6585,806.45,90.25,26.2
6586,810.36,288.221,26.7
6587,805.27,553.659,27.2
6588,844.79,441.392,27.7
6589,804.51,379.484,28
6590,824.37,673.784,28.2
6591,819.2,587.388,28.2
6592,817.94,286.081,28.2
6593,827.27,273.155,28
6594,800.25,74.8898,27.6
6595,806.45,0,27.4
6596,810.27,0,27.3
6597,810.17,0,27.2
6598,785.83,0,27.1
6599,769.23,0,26.9
6600,741.02,0,26.6
6601,711.37,0,26.2
6602,613.65,0,25.8
6603,610.03,0,25.2
6604,595.38,0,24.7
6605,634.86,0,24.3
6606,702.38,0,24.1
6607,784.4,24.5246,24.2
6608,845.46,212.398,24.8
6609,825.28,426.723,25.7
6610,809.06,616.625,26.7
6611,830.88,757.9,27.6
6612,839.91,835.613,28.2
6613,850.02,844.227,28.7
6614,861.25,495.309,29
6615,816.24,226.356,29.1
6616,794.37,165.825,29
6617,819.29,170.369,28.8
6618,820.17,51.1267,28.2
6619,824.45,0,27.6
6620,817.45,0,27.2
6621,827.8,0,26.9
6622,749.94,0,26.7
6623,791.66,0,26.4
6624,774.79,0,26.1
6625,678.48,0,25.9
6626,643.82,0,25.6
6627,580.45,0,25.4
6628,605.09,0,25.2
6629,603.76,0,24.9
6630,696.36,0,24.8
6631,745.27,22.4966,24.9
6632,774.16,206.136,25.4
6633,801.98,417.602,25.9
6634,801.37,604,26.5
6635,796.58,694.611,27.1
6636,861.49,655.499,27.6
6637,802.45,585.644,27.9
6638,886.38,473.313,28.1
6639,868.33,606.638,28.1
6640,828.51,311.548,27.9
6641,853.38,221.386,27.6
6642,843.18,66.3877,27
6643,831.8,0,26.4
6644,825.58,0,26.1
6645,804.61,0,25.9
6646,762.47,0,25.7
6647,795.65,0,25.4
6648,750.34,0,25.2
6649,689.37,0,25
6650,641.84,0,24.9
6651,638.37,0,24.8
6652,641.09,0,24.7
6653,649.61,0,24.7
6654,705.18,0,24.7
6655,773.93,23.5305,25.1
6656,807.68,208.17,25.8
6657,803.67,419.49,26.4
6658,855.86,604.204,27
6659,824.18,740.734,27.5
6660,829.84,597.52,27.8
6661,829.54,648.232,28
6662,815.05,379.921,28.1
6663,812.75,171.956,28.1
6664,801.78,90.3924,27.9
6665,829.3,42.769,27.5
6666,816.12,38.4589,26.9
6667,800.14,0,26.4
6668,770.3,0,26.2
6669,792.92,0,26.1
6670,731.27,0,25.9
6671,745.93,0,25.8
6672,730.54,0,25.7
6673,670.89,0,25.6
6674,588.15,0,25.5
6675,573.88,0,25.4
6676,557.04,0,25.3
6677,601.03,0,25.3
6678,673.13,0,25.2
6679,756.14,22.4185,25.7
6680,812.23,205.317,26.3
6681,796.96,418.143,26.9
6682,820.33,573.12,27.3
6683,780.46,432.814,27.7
6684,835.31,505.017,28
6685,813.14,521.169,28.1
6686,847.05,643.73,28.2
6687,865.45,477.33,28.1
6688,814.9,467.784,27.8
6689,828.39,262.567,27.4
6690,827.76,58.6273,26.8
6691,801.04,0,26.4
6692,807.89,0,26.3
6693,794.22,0,26.1
6694,774.59,0,26
6695,764.72,0,25.9
6696,742.9,0,25.8
6697,673.73,0,25.7
6698,617.53,0,25.6
6699,593.83,0,25.5
6700,604.95,0,25.4
6701,613.6,0,25.3
6702,704.29,0,25.2
6703,789.7,21.7429,25.5
6704,755.99,203.496,26.1
6705,723.77,414.956,26.5
6706,783.42,603.384,27
6707,737.38,744.262,27.4
6708,763.02,823.934,27.7
6709,758.61,700.302,27.9
6710,734.26,763.558,28
6711,737.12,650.847,28
6712,745.06,439.556,27.8
6713,739.05,268.823,27.3
6714,672.69,67.9294,26.6
6715,644.79,0,26.1
6716,646.07,0,25.9
6717,593.07,0,25.8
6718,622.69,0,25.7
6719,605.98,0,25.7
6720,620.6,0,25.7
6721,601.83,0,25.7
6722,591.87,0,25.7
6723,618.99,0,25.7
6724,630.14,0,25.7
6725,620.78,0,25.7
6726,687.8,0,25.7
6727,710.49,21.9065,25.9
6728,719.99,175.519,26.4
6729,726.98,92.9666,26.9
6730,733.34,526.793,27.5
6731,706.55,406.249,28
6732,738.75,401.063,28.4
6733,736.84,344.579,28.7
6734,753.04,342.844,28.7
6735,749.31,569.851,28.6
6736,736.32,368.407,28.4
6737,722.57,172.525,28.1
6738,648.97,44.1011,27.6
6739,617.03,0,27.3
6740,620.46,0,27.1
6741,613.25,0,27
6742,599.76,0,27
6743,612.72,0,26.9
6744,610.91,0,26.9
6745,582.95,0,26.8
6746,602.19,0,26.7
6747,588.63,0,26.6
6748,597.37,0,26.6
6749,624.27,0,26.6
6750,674.35,0,26.6
6751,798.56,20.9108,26.9
6752,788.15,189.989,27.3
6753,841.21,172.823,27.7
6754,843.57,542.433,28.1
6755,837.41,448.914,28.4
6756,867.69,119.539,28.5
6757,774.11,33.25,28.5
6758,859.37,43.7,28.5
6759,850.39,60.8,28.3
6760,796.79,302.461,28.1
6761,828.73,155.628,27.8
6762,807.3,27.6467,27.4
6763,772.79,0,27.1
6764,800.02,0,27
6765,762.71,0,27
6766,777.89,0,26.9
6767,768.61,0,26.9
6768,696.77,0,26.9
6769,660.18,0,26.9
6770,595.52,0,26.9
6771,601.43,0,27
6772,612.06,0,27
6773,589.52,0,27.1
6774,673.84,0,27.2
6775,740.11,20.5278,27.4
6776,762.13,192.262,27.9
6777,783.53,340.794,28.3
6778,804.18,569.441,28.7
6779,810.67,720.957,29.1
6780,868.78,713.043,29.5
6781,816.76,787.527,29.6
6782,867.36,687.253,29.7
6783,838.85,628.162,29.7
6784,804.62,455.64,29.6
6785,868.76,250.812,29.2
6786,839.51,55.658,28.7
6787,839.7,0,28.2
6788,842.95,0,28
6789,825.9,0,27.8
6790,778.66,0,27.6
6791,792.66,0,27.5
6792,751.3,0,27.4
6793,666.08,0,27.4
6794,620.27,0,27.3
6795,616.58,0,27.3
6796,612.55,0,27.4
6797,628.55,0,27.4
6798,697.56,0,27.4
6799,715.45,19.8476,27.7
6800,794.29,190.669,28.3
6801,748.11,399.053,28.7
6802,793.25,517.76,29.1
6803,774.9,613.731,29.4
6804,826.74,728.682,29.6
6805,792.39,747.408,29.6
6806,802.13,644.165,29.6
6807,806.22,616.677,29.5
6808,748.29,441.536,29.2
6809,778.02,244.132,28.8
6810,793.82,50.0312,28.3
6811,773.99,0,28
6812,783.46,0,27.9
6813,781.1,0,27.8
6814,725.72,0,27.7
6815,769.93,0,27.6
6816,718.73,0,27.6
6817,697.41,0,27.5
6818,597.59,0,27.5
6819,615.41,0,27.4
6820,599.27,0,27.4
6821,605.35,0,27.4
6822,656.42,0,27.4
6823,677.65,12.3831,27.7
6824,808.29,134.428,28.2
6825,800.8,283.67,28.5
6826,792.57,504.087,28.8
6827,823.4,571.211,29
6828,829.86,790.278,29.2
6829,847.19,780.256,29.3
6830,898.99,668.439,29.4
6831,868.84,389.4,29.3
6832,821.47,391.979,29.1
6833,837.35,209.337,28.8
6834,860.67,21.85,28.3
6835,812.46,0,28
6836,827.9,0,27.9
6837,831.89,0,27.8
6838,787.58,0,27.7
6839,824.6,0,27.7
6840,777.62,0,27.6
6841,698.89,0,27.5
6842,636.34,0,27.5
6843,609.58,0,27.5
6844,663.46,0,27.4
6845,618.89,0,27.5
6846,666.06,0,27.5
6847,710.96,15.9109,27.7
6848,866.72,188.935,28.1
6849,899.1,392.408,28.4
6850,870.22,520.935,28.6
6851,853.34,407.549,28.5
6852,923.72,270.18,28.4
6853,825.01,83.6,28.2
6854,874.06,81.7,28
6855,880.72,145.661,27.7
6856,815.98,160.603,27.3
6857,807.77,26.6,26.9
6858,800.58,11.4,26.5
6859,787.61,0,26.3
6860,761.18,0,26.1
6861,821.36,0,26
6862,742.81,0,25.9
6863,762.79,0,25.9
6864,745.54,0,26
6865,647.51,0,26
6866,585.55,0,26
6867,589.79,0,25.9
6868,568.1,0,25.9
6869,629.13,0,25.9
6870,635.55,0,25.9
6871,663.55,11.4296,26
6872,705.18,112.739,26.3
6873,702.59,218.583,26.6
6874,711.8,428.235,27.1
6875,714.18,313.918,27.6
6876,694.76,418.908,28
6877,731.27,541.58,28.4
6878,686.39,310.389,28.5
6879,701.64,40.85,28.7
6880,705.45,308.905,28.6
6881,716.98,209.264,28.4
6882,628.15,30.4404,28
6883,579.75,0,27.6
6884,606.35,0,27.4
6885,571.09,0,27.3
6886,569.71,0,27.1
6887,586.19,0,27
6888,583.58,0,26.9
6889,543.58,0,26.9
6890,589.28,0,26.8
6891,576.58,0,26.8
6892,605.84,0,26.7
6893,614.39,0,26.6
6894,631.86,0,26.6
6895,678.38,16.3135,26.9
6896,696.93,181.658,27.5
6897,664.21,377.98,27.9
6898,698.98,550.607,28.2
6899,663.73,696.116,28.5
6900,719.19,608.535,28.7
6901,683.56,740.619,28.8
6902,687.64,692.502,28.7
6903,679.57,601.285,28.5
6904,701.17,196.346,28.2
6905,676.78,55.0033,27.9
6906,640.43,31.5553,27.4
6907,561.13,0,27.2
6908,587.87,0,27.1
6909,574.78,0,27.1
6910,580.56,0,27.1
6911,558.5,0,27.1
6912,558.94,0,27.1
6913,574.27,0,27
6914,552.79,0,27
6915,545.46,0,26.9
6916,546.18,0,26.8
6917,545.34,0,26.8
6918,596.73,0,26.7
6919,620.79,14.3191,26.9
6920,739.27,174.264,27.4
6921,764.64,375.478,27.8
6922,780.25,553.708,28.1
6923,761.21,653.579,28.4
6924,836.24,739.001,28.5
6925,807.52,621.846,28.6
6926,848.5,718.389,28.5
6927,849.58,597.754,28.4
6928,819.75,427.255,28.2
6929,752.42,227.701,27.8
6930,801.09,40.7805,27.4
6931,727.31,0,27.1
6932,794.67,0,27
6933,796.34,0,27
6934,741.48,0,26.9
6935,775.41,0,26.9
6936,720.09,0,26.8
6937,665.45,0,26.7
6938,611.07,0,26.7
6939,563.52,0,26.7
6940,569.86,0,26.6
6941,555.44,0,26.7
6942,588.79,0,26.7
6943,665.89,8.55,27
6944,720.33,157.897,27.6
6945,740.8,375.193,27.9
6946,763.52,552.83,28.2
6947,734.42,685.085,28.4
6948,761.35,757.705,28.5
6949,749.65,517.792,28.5
6950,769.25,368.249,28.5
6951,786.9,549.809,28.4
6952,673.39,192.662,28.2
6953,744.94,55.6542,28
6954,753.69,31.2771,27.7
6955,750.21,0,27.5
6956,779.36,0,27.3
6957,731.07,0,27.2
6958,713.22,0,27.1
6959,728.04,0,27
6960,696.54,0,26.8
6961,658.97,0,26.7
6962,575.11,0,26.6
6963,549.86,0,26.5
6964,574.58,0,26.4
6965,564.13,0,26.3
6966,593.97,0,26.2
6967,628.32,15.217,26.3
6968,651.6,179.898,26.7
6969,773.27,386.326,26.9
6970,754.71,566.026,27.2
6971,767.09,522.631,27.5
6972,785.82,597.304,27.9
6973,749.26,313.729,28.2
6974,845.24,413.776,28.4
6975,812.17,266.576,28.5
6976,780.41,163.17,28.5
6977,794.47,69.4941,28.1
6978,769.36,17.1,27.6
6979,781.66,0,27.3
6980,777.46,0,27
6981,773.12,0,26.7
6982,761.4,0,26.5
6983,742.24,0,26.4
6984,740.86,0,26.2
6985,707.33,0,25.7
6986,632.3,0,24.7
6987,609.54,0,23.4
6988,612.89,0,22.3
6989,603.59,0,21.7
6990,638.59,0,21.1
6991,638.18,3.8,20.6
6992,749.1,67.157,20.2
6993,710.28,253.314,20.2
6994,758.85,220.682,20.4
6995,820.26,253.066,20.4
6996,836.54,190.375,20.4
6997,818.7,211.106,20.2
6998,830.86,100.7,19.8
6999,893.32,54.15,19.2
7000,823.6,37.05,18.7
7001,793.3,30.67,18.5
7002,815.73,8.55,18.6
7003,818.7,0,18.8
7004,837.66,0,19.2
7005,796,0,19.5
7006,775.89,0,19.8
7007,794.9,0,20
7008,783.94,0,20.1
7009,680.26,0,20.1
7010,611.53,0,20
7011,605.43,0,19.8
7012,611.51,0,19.6
7013,620.09,0,19.6
7014,645.8,0,19.7
7015,686.75,11.8011,20
7016,765.36,162.136,20.6
7017,821.37,359.937,21.3
7018,855.73,539.936,22.1
7019,836.79,657.693,23.1
7020,882.73,422.464,24
7021,839.95,475.493,24.7
7022,867.01,619.977,25.2
7023,879.03,578.569,25.5
7024,839.95,405.967,25.5
7025,821.88,204.002,25.2
7026,842.7,26.0933,24.6
7027,786.6,0,24.1
7028,863.56,0,23.7
7029,770.81,0,23.5
7030,777.63,0,23.3
7031,809.19,0,23
7032,780.78,0,22.7
7033,698.6,0,22.4
7034,668.7,0,22.1
7035,647.87,0,21.7
7036,621.1,0,21.4
7037,634.62,0,21.2
7038,707.27,0,21.1
7039,667.91,12.8156,21.2
7040,694.08,167.613,21.7
7041,756.48,370.531,22.5
7042,700.46,516.906,23.5
7043,745.13,292.375,24.6
7044,728.11,678.067,25.4
7045,706.2,573.748,25.8
7046,693.22,440.457,26
7047,711.17,337.219,25.9
7048,690.19,165.277,25.6
7049,695.05,52.6119,25.1
7050,655.66,25.6207,24.5
7051,598.7,0,24.1
7052,589.08,0,23.9
7053,578.6,0,23.8
7054,582.04,0,23.6
7055,577.68,0,23.3
7056,577.77,0,23.1
7057,580.27,0,22.9
7058,604.33,0,22.7
7059,606.87,0,22.7
7060,589.79,0,22.6
7061,602.44,0,22.6
7062,618.93,0,22.6
7063,653.76,11.2661,22.7
7064,681.57,175.677,23.3
7065,666.41,382.862,24.1
7066,678.66,567.341,25.1
7067,689.22,701.589,26.1
7068,696.34,607.554,26.6
7069,685.33,483.524,27
7070,704.89,422.911,27.1
7071,657.55,521.451,27.1
7072,666.59,418.702,26.9
7073,657.51,215.004,26.5
7074,602.84,29.3058,25.8
7075,562.98,0,25.4
7076,562.28,0,25.2
7077,560.68,0,25
7078,541.8,0,24.8
7079,566.68,0,24.6
7080,550.03,0,24.4
7081,555.53,0,24.2
7082,537.9,0,24
7083,529.02,0,23.9
7084,554.49,0,23.8
7085,543.57,0,23.7
7086,572.18,0,23.6
7087,643.38,11.3978,23.9
7088,739.44,179.618,24.7
7089,765.24,388.801,25.5
7090,827.56,571.916,26.2
7091,761.29,643.006,26.8
7092,876.96,762.677,27.1
7093,811.72,742.546,27.4
7094,842.82,717.907,27.5
7095,895.93,582.308,27.4
7096,803.23,416.313,27.2
7097,822.73,212.439,26.7
7098,839.46,26.4223,26
7099,795.12,0,25.6
7100,836.99,0,25.3
7101,819.8,0,25.1
7102,777.49,0,24.9
7103,793.43,0,24.8
7104,755.14,0,24.7
7105,720.4,0,24.6
7106,616.28,0,24.5
7107,622.82,0,24.5
7108,622.45,0,24.4
7109,591.14,0,24.4
7110,629.68,0,24.4
7111,688.69,11.4196,24.7
7112,750.09,176.419,25.5
7113,784.3,366.69,26.2
7114,806.28,487.952,26.7
7115,791.36,274.368,27.1
7116,895.2,294.01,27.3
7117,826.58,515.256,27.5
7118,869.34,705.685,27.5
7119,926.22,581.472,27.3
7120,833.91,409.149,27.1
7121,846.86,208.157,26.6
7122,819.46,25.1946,26
7123,859.3,0,25.6
7124,846.83,0,25.4
7125,826.81,0,25.2
7126,817.32,0,25
7127,807.6,0,24.9
7128,806.63,0,24.7
7129,746.22,0,24.5
7130,637.35,0,24.4
7131,656.72,0,24.3
7132,600.02,0,24.2
7133,627.08,0,24.1
7134,650.92,0,24
7135,701.7,10.119,24.3
7136,795.41,171.674,25
7137,818.59,383.594,25.7
7138,832.7,570.357,26.2
7139,833.16,706.749,26.7
7140,884.09,781.279,27.1
7141,832.78,686.859,27.4
7142,871.89,538.255,27.5
7143,857.58,582.472,27.6
7144,762.5,417.231,27.4
7145,755.89,209.742,26.9
7146,751.17,24.5542,26.1
7147,776.09,0,25.5
7148,772.35,0,25.1
7149,768.39,0,24.9
7150,743.98,0,24.7
7151,749.63,0,24.7
7152,741.78,0,24.7
7153,696.37,0,24.7
7154,636.35,0,24.7
7155,653.68,0,24.6
7156,598.57,0,24.5
7157,604.61,0,24.4
7158,644.55,0,24.3
7159,689.9,10.0883,24.4
7160,743.92,173.885,25
7161,787.7,381.619,25.7
7162,830.14,564.948,26.3
7163,796.64,700.568,26.8
7164,848.14,772.538,27.2
7165,789.49,776.284,27.5
7166,835.27,710.709,27.7
7167,855.02,584.082,27.8
7168,794.95,388.797,27.8
7169,793.47,200.626,27.5
7170,820.31,23.4368,27.2
7171,778.38,0,26.8
7172,814.62,0,26.4
7173,795.17,0,26.1
7174,740.44,0,25.8
7175,775.84,0,25.6
7176,755.83,0,25.3
7177,688.17,0,25.1
7178,684.84,0,24.9
7179,589.34,0,24.7
7180,593.33,0,24.6
7181,634.27,0,24.6
7182,600.85,0,24.6
7183,708.84,9.79776,24.8
7184,772.27,162.075,25.3
7185,826.74,362.45,25.9
7186,859.31,541.861,26.5
7187,807.37,673.558,27.1
7188,947.22,745.032,27.5
7189,822.22,652.895,27.9
7190,843.32,690.625,28.1
7191,864.75,566.531,28.1
7192,795.37,393.845,27.9
7193,768.48,194.376,27.5
7194,820.76,21.5105,26.8
7195,781.67,0,26.3
7196,763.66,0,26.1
7197,770.53,0,25.9
7198,711.71,0,25.7
7199,707.04,0,25.5
7200,696.28,0,25.4
7201,648.53,0,25.3
7202,623.24,0,25.2
7203,582.52,0,25.2
7204,631.65,0,25.1
7205,608.52,0,25.1
7206,647.41,0,25
7207,694.22,9.74034,25.4
7208,688.61,165.446,26.1
7209,739.75,369.8,26.7
7210,731.34,551.961,27.2
7211,714.24,684.762,27.5
7212,713.09,756.317,27.8
7213,706.98,761.95,27.9
7214,689.35,698.357,28
7215,724.33,574.389,27.9
7216,664.71,401.038,27.6
7217,706.52,198.37,27.2
7218,642.51,22.8662,26.6
7219,568.62,0,26.2
7220,564.06,0,26.1
7221,539.13,0,26
7222,549.19,0,25.8
7223,550.74,0,25.7
7224,528.14,0,25.6
7225,569.69,0,25.5
7226,536.43,0,25.4
7227,532.58,0,25.3
7228,562.09,0,25.3
7229,559.98,0,25.3
7230,613.4,0,25.3
7231,612.48,8.63685,25.6
7232,679.74,157.734,26.3
7233,666.64,357.524,27
7234,685.22,449.001,27.5
7235,678.52,589.094,27.9
7236,720.14,560.793,28.3
7237,679.07,696.429,28.5
7238,684.14,667.439,28.5
7239,669.81,433.495,28.3
7240,661.26,276.855,28
7241,659.51,188.279,27.6
7242,633.76,19.0737,27.1
7243,606.8,0,26.8
7244,589.14,0,26.7
7245,558.75,0,26.5
7246,555.8,0,26.4
7247,545.97,0,26.3
7248,585.71,0,26.1
7249,558.59,0,26
7250,558.34,0,25.8
7251,557.91,0,25.7
7252,561.35,0,25.6
7253,578.68,0,25.5
7254,588.05,0,25.5
7255,693.53,5.70989,25.7
7256,799.59,151.833,26.3
7257,848.1,351.101,26.8
7258,775.14,530.063,27.2
7259,782.83,661.261,27.6
7260,866.05,732.927,27.9
7261,835.3,669.62,28.1
7262,851.45,669.143,28.2
7263,830.06,551.032,28.1
7264,831.95,380.24,27.9
7265,788.38,183.423,27.5
7266,817.65,15.183,27
7267,790.95,0,26.6
7268,769.7,0,26.5
7269,779.53,0,26.4
7270,775,0,26.4
7271,740.04,0,26.3
7272,756.71,0,26.3
7273,652.87,0,26.3
7274,649.23,0,26.3
7275,610.11,0,26.2
7276,595.68,0,26.2
7277,636.3,0,26.1
7278,631.42,0,26.1
7279,713.68,5.7,26.4
7280,773.63,144.264,26.9
7281,805.32,275.558,27.4
7282,855.19,354.58,27.9
7283,856.61,530.865,28.4
7284,917.3,693.508,28.7
7285,888.88,714.77,28.9
7286,892.45,665.013,29
7287,902.67,544.621,29
7288,862.23,375.759,28.8
7289,858.18,180.072,28.4
7290,867.31,16.516,27.8
7291,858.51,0,27.4
7292,826.38,0,24.4
7293,839.57,0,24.4
7294,804.93,0,24.4
7295,809.77,0,24.4
7296,780.31,0,24.5
7297,753.74,0,24.5
7298,725.79,0,24.5
7299,737.76,0,24.5
7300,685.91,0,24.5
7301,710.11,0,24.5
7302,716.23,0,24.6
7303,739.16,5.7,24.8
7304,789.62,151.988,25.2
7305,828.19,351.807,25.6
7306,846.3,528.645,26.1
7307,858.21,658.695,26.4
7308,875.91,727.438,26.6
7309,843.31,430.185,26.7
7310,895.95,365.315,26.7
7311,838.39,292.545,26.7
7312,822.8,358.651,26.6
7313,821.62,158.037,26.3
7314,817.41,11.9247,25.8
7315,827.73,0,25.7
7316,807.41,0,25.6
7317,815.42,0,25.5
7318,754.22,0,25.5
7319,757.23,0,25.4
7320,745.74,0,25.3
7321,721.67,0,25.1
7322,613.21,0,24.7
7323,620.31,0,24
7324,615.75,0,23.2
7325,605.13,0,22.4
7326,652.55,0,22
7327,665.06,0,21.9
7328,720.06,100.207,22.1
7329,796.04,211.558,22.7
7330,796.55,346.196,23.5
7331,805.38,196.405,24.2
7332,815.89,302.773,24.9
7333,784.63,267.704,25.4
7334,817.85,265.603,25.7
7335,794.03,307.284,25.8
7336,811.1,345.245,25.7
7337,786.59,160.1,25.3
7338,776.87,11.9045,24.6
7339,793.09,0,24.3
7340,784.95,0,23.9
7341,769.81,0,23.6
7342,736.27,0,23.4
7343,766.93,0,23.3
7344,745.54,0,23.1
7345,669.03,0,23.1
7346,623.23,0,23.1
7347,596.71,0,23.2
7348,610.34,0,23.3
7349,611.85,0,23.4
7350,672.68,0,23.5
7351,680.49,0,23.8
7352,754.8,136.26,24.3
7353,785.96,325.582,24.9
7354,822.42,409.228,25.3
7355,811.26,493.285,25.7
7356,861.34,545.145,25.9
7357,802.4,359.091,26
7358,838.65,375.324,25.9
7359,886.76,370.962,25.8
7360,830.75,164.087,25.6
7361,808.65,65.774,25.2
7362,798.48,6.65,24.8
7363,799.99,0,24.6
7364,791.96,0,24.4
7365,799.73,0,24.4
7366,759.45,0,24.3
7367,783.71,0,24.2
7368,792.5,0,24.1
7369,704.48,0,24
7370,621.12,0,23.8
7371,648.8,0,23.7
7372,638.76,0,23.6
7373,640.98,0,23.6
7374,673.18,0,23.6
7375,677.83,0,23.9
7376,712.93,69.4071,24.5
7377,704.48,192.535,25.2
7378,709.9,346.062,25.7
7379,722.69,350.765,26.1
7380,757.27,445.105,26.4
7381,742.63,466.272,26.6
7382,747.49,471.585,26.6
7383,726.37,321.137,26.6
7384,737.8,117.785,26.4
7385,748.88,55.0358,25.9
7386,648.93,8.55,25.5
7387,599.66,0,25.3
7388,607.59,0,25.2
7389,587.49,0,25
7390,595.65,0,24.9
7391,589.62,0,24.7
7392,564.02,0,24.5
7393,599.82,0,24.4
7394,599.82,0,24.3
7395,599.82,0,24.1
7396,590.79,0,24.1
7397,592.96,0,24
7398,641.08,0,24
7399,687.68,0,24.2
7400,671.74,132.824,24.8
7401,712.45,335.703,25.4
7402,735.77,495.984,25.9
7403,686.74,570.166,26.2
7404,765.91,668.171,26.5
7405,701.46,602.346,26.6
7406,716.62,532.02,26.6
7407,702.84,315.362,26.5
7408,700.28,204.423,26.2
7409,698.7,109.379,25.7
7410,638.77,13.3452,25.1
7411,588.39,0,24.8
7412,605.35,0,24.7
7413,588.66,0,24.7
7414,573.07,0,24.7
7415,547.88,0,24.6
7416,555.87,0,24.6
7417,577.49,0,24.5
7418,546.45,0,24.5
7419,545.41,0,24.5
7420,557.12,0,24.4
7421,539.42,0,24.4
7422,613.87,0,24.3
7423,644.97,0,24.6
7424,711.3,144.889,25.2
7425,749.24,349.055,25.9
7426,765.6,529.725,26.4
7427,797.21,662.616,26.9
7428,902.66,733.681,27.2
7429,836.11,729.119,27.4
7430,866.07,669.061,27.5
7431,892.65,540.511,27.5
7432,806.71,367.213,27.2
7433,820.54,169.079,26.6
7434,819.32,11.2751,26
7435,818.03,0,25.7
7436,805.81,0,25.4
7437,801.21,0,25.3
7438,775.69,0,25.1
7439,814.46,0,25
7440,791.17,0,24.9
7441,709.51,0,24.8
7442,634.06,0,24.7
7443,628.08,0,24.6
7444,632.28,0,24.5
7445,630.95,0,24.5
7446,640.46,0,24.5
7447,710.17,0,24.7
7448,769.92,145.466,25.3
7449,797.73,344.936,25.9
7450,867.63,496.891,26.4
7451,829.45,647.418,26.8
7452,877.45,704.924,27.1
7453,878.45,722.78,27.1
7454,858.35,658.267,27
7455,876.69,536.455,26.8
7456,815.07,368.982,26.4
7457,839.22,174.021,25.9
7458,885.89,12.637,25.4
7459,835.17,0,25.2
7460,825.88,0,25
7461,846.77,0,24.9
7462,743.49,0,24.8
7463,815.32,0,24.7
7464,788.34,0,24.5
7465,707.34,0,24.3
7466,642.08,0,24.2
7467,614.55,0,24
7468,633.54,0,23.9
7469,618.33,0,23.9
7470,616.3,0,23.9
7471,687.57,0,24.1
7472,742.41,107.998,24.7
7473,797.23,184.914,25.4
7474,834.94,445.845,25.8
7475,792.93,632.632,26.2
7476,845,716.935,26.4
7477,839.9,727.165,26.5
7478,832.11,661.141,26.5
7479,868.47,537.488,26.5
7480,799.97,366.036,26.3
7481,797.78,168.86,25.8
7482,849.31,11.2885,25.2
7483,805.15,0,25
7484,804.56,0,24.9
7485,802.83,0,24.9
7486,760.12,0,24.8
7487,811.58,0,24.7
7488,777.91,0,24.5
7489,674.97,0,24.3
7490,607.33,0,24.1
7491,613.18,0,23.9
7492,597.81,0,23.7
7493,615.89,0,23.6
7494,612.41,0,23.6
7495,684.3,0,23.9
7496,774.35,121.685,24.5
7497,777.36,262.863,25.2
7498,807.3,450.673,25.6
7499,800.81,394.094,26
7500,865.21,324.611,26.2
7501,823.74,272.014,26.3
7502,828.34,376.649,26.3
7503,835.97,240.731,26.2
7504,799.22,278.462,25.9
7505,841.68,167.847,25.3
7506,824.11,10.3328,24.7
7507,832.37,0,24.4
7508,867.63,0,24.1
7509,838.36,0,24
7510,805.06,0,23.8
7511,811.01,0,23.7
7512,804.98,0,23.5
7513,712.65,0,23.4
7514,605.14,0,23.3
7515,632.82,0,23.2
7516,620.34,0,23
7517,657.4,0,22.7
7518,660.71,0,22.4
7519,726.16,0,22.4
7520,768.31,136.514,23
7521,795.38,333.287,23.8
7522,826.58,505.119,24.4
7523,794.89,631.184,24.9
7524,828.63,702.576,25.4
7525,792.34,579.159,25.7
7526,780.67,455.181,26
7527,821.35,397.894,26.1
7528,802.42,267.501,26
7529,793.06,160.225,25.6
7530,810.44,9.99117,24.9
7531,797.26,0,24.7
7532,779.35,0,24.3
7533,807.89,0,24.1
7534,710.89,0,23.9
7535,752.64,0,23.7
7536,749.72,0,23.4
7537,671.7,0,23.1
7538,599.63,0,22.8
7539,619.86,0,22.4
7540,544.46,0,22
7541,600.23,0,21.7
7542,660.71,0,21.5
7543,650.39,0,21.7
7544,719.33,121.406,22.4
7545,699.44,314.864,23.3
7546,681.83,421.15,24.2
7547,688.17,598.405,25
7548,720.34,687.489,25.7
7549,690.05,693.735,26.1
7550,704.39,632.656,26.3
7551,687.14,514.439,26.3
7552,724.61,348.282,26.1
